[2026-03-15T02:29:34.310Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa25L7W0Q5n-wU.woff2 → 200 (?ms, ?B)
[2026-03-15T02:29:34.314Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (11ms, ?B)
[2026-03-15T02:29:34.327Z] GET http://localhost:4321/node_modules/.pnpm/vite@7.3.1_jiti@2.6.1_lightningcss@1.31.1_yaml@2.8.2/node_modules/vite/dist/client/env.mjs → 304 (2ms, ?B)
[2026-03-15T02:29:34.327Z] GET http://localhost:4321/node_modules/.vite/deps/chunk-GCMJ7K6N.js?v=176711f4 → 200 (?ms, 2813B)
[2026-03-15T02:29:34.327Z] GET http://localhost:4321/node_modules/.vite/deps/chunk-UBFS37DA.js?v=176711f4 → 200 (1ms, 4857B)
[2026-03-15T02:29:34.328Z] GET http://localhost:4321/node_modules/.vite/deps/chunk-5WRI5ZAA.js?v=176711f4 → 200 (?ms, 7184B)
[2026-03-15T02:29:34.328Z] GET http://localhost:4321/@id/__x00__astro:toolbar:internal → 304 (2ms, ?B)
[2026-03-15T02:29:34.328Z] GET http://localhost:4321/@react-refresh → 304 (2ms, ?B)
[2026-03-15T02:29:34.330Z] GET http://localhost:4321/node_modules/.vite/deps/astro-BE6YECNS.js?v=176711f4 → 200 (?ms, 20663B)
[2026-03-15T02:29:34.331Z] GET http://localhost:4321/node_modules/.vite/deps/audit-WLTWP44L.js?v=176711f4 → 200 (?ms, 52528B)
[2026-03-15T02:29:34.331Z] GET http://localhost:4321/node_modules/.vite/deps/xray-CIFJOFPU.js?v=176711f4 → 200 (?ms, 5722B)
[2026-03-15T02:29:34.331Z] GET http://localhost:4321/node_modules/.vite/deps/settings-F2ISS3QH.js?v=176711f4 → 200 (2ms, 6392B)
[2026-03-15T02:29:34.333Z] GET http://localhost:4321/node_modules/.vite/deps/toolbar-SW6GNZV3.js?v=176711f4 → 200 (1ms, 15789B)
[2026-03-15T02:29:34.335Z] GET http://localhost:4321/node_modules/.vite/deps/ui-library-RRNAZ76X.js?v=176711f4 → 200 (?ms, 29524B)
[2026-03-15T02:29:34.339Z] GET http://localhost:4321/node_modules/.vite/deps/chunk-NW3GSXF7.js?v=176711f4 → 200 (?ms, 1716B)
[2026-03-15T02:29:34.339Z] GET http://localhost:4321/node_modules/.vite/deps/chunk-IVCLOU5T.js?v=176711f4 → 200 (?ms, 48717B)
[2026-03-15T02:29:34.340Z] GET http://localhost:4321/node_modules/.vite/deps/chunk-MUZKV7YD.js?v=176711f4 → 200 (?ms, 2456B)
[2026-03-15T02:29:34.340Z] GET http://localhost:4321/node_modules/.vite/deps/chunk-ZPH5RHRB.js?v=176711f4 → 200 (?ms, 216145B)
[2026-03-15T02:29:34.340Z] GET http://localhost:4321/node_modules/.vite/deps/chunk-MHMTZ27E.js?v=176711f4 → 200 (1ms, 123003B)
[2026-03-15T02:29:34.341Z] GET http://localhost:4321/node_modules/.vite/deps/chunk-6CIVEWMC.js?v=176711f4 → 200 (?ms, 680B)
[2026-03-15T02:29:34.359Z] GET http://localhost:4321/Users/tom/Documents/source_code/Nyx_landing/src/components/MobileMenu.tsx → 304 (14ms, ?B)
[2026-03-15T02:29:34.359Z] GET http://localhost:4321/@id/@astrojs/react/client.js → 304 (14ms, ?B)
[2026-03-15T02:29:34.360Z] GET http://localhost:4321/Users/tom/Documents/source_code/Nyx_landing/src/components/LanguageSwitcher.tsx → 304 (13ms, ?B)
[2026-03-15T02:29:34.374Z] GET http://localhost:4321/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=e1922aee → 200 (?ms, 12503B)
[2026-03-15T02:29:34.375Z] GET http://localhost:4321/node_modules/.vite/deps/react.js?v=e1922aee → 200 (?ms, 1024B)
[2026-03-15T02:29:34.375Z] GET http://localhost:4321/node_modules/.vite/deps/chunk-TMQEGJQE.js?v=176711f4 → 200 (?ms, 1005614B)
[2026-03-15T02:29:34.375Z] GET http://localhost:4321/node_modules/.vite/deps/chunk-MEGOR7ID.js?v=176711f4 → 200 (1ms, 16410B)
[2026-03-15T02:29:34.376Z] GET http://localhost:4321/node_modules/.vite/deps/chunk-DEYIUA6C.js?v=176711f4 → 200 (?ms, 45692B)
[2026-03-15T02:29:34.389Z] GET http://localhost:4321/images/mascot.png → 404 (42ms, ?B)
[2026-03-15T02:29:34.431Z] GET http://localhost:4321/images/app-screenshot-1.png → 404 (12ms, ?B)
[2026-03-15T02:29:34.443Z] GET http://localhost:4321/images/app-screenshot-2.png → 404 (24ms, ?B)
[2026-03-15T02:29:38.473Z] GET http://localhost:4321/ → 200 (17ms, 106531B)
[2026-03-15T02:29:38.495Z] GET https://fonts.googleapis.com/css2?family=Inter:wght@300;400;500;600;700;800&display=swap → 200 (1ms, 15042B)
[2026-03-15T02:29:38.496Z] GET http://localhost:4321/@vite/client → 304 (1ms, ?B)
[2026-03-15T02:29:38.496Z] GET http://localhost:4321/@id/astro/runtime/client/dev-toolbar/entrypoint.js → 304 (1ms, ?B)
[2026-03-15T02:29:38.496Z] GET http://localhost:4321/src/styles/global.css → 304 (2ms, ?B)
[2026-03-15T02:29:38.496Z] GET http://localhost:4321/images/mascot.png → 404 (40ms, 4311B)
[2026-03-15T02:29:38.497Z] GET http://localhost:4321/@id/astro:scripts/before-hydration.js → 304 (4ms, ?B)
[2026-03-15T02:29:38.498Z] GET http://localhost:4321/node_modules/.pnpm/vite@7.3.1_jiti@2.6.1_lightningcss@1.31.1_yaml@2.8.2/node_modules/vite/dist/client/env.mjs → 304 (3ms, ?B)
[2026-03-15T02:29:38.498Z] GET http://localhost:4321/node_modules/.vite/deps/chunk-GCMJ7K6N.js?v=176711f4 → 200 (1ms, 2813B)
[2026-03-15T02:29:38.499Z] GET http://localhost:4321/node_modules/.vite/deps/chunk-UBFS37DA.js?v=176711f4 → 200 (?ms, 4857B)
[2026-03-15T02:29:38.500Z] GET http://localhost:4321/node_modules/.vite/deps/chunk-5WRI5ZAA.js?v=176711f4 → 200 (?ms, 7184B)
[2026-03-15T02:29:38.500Z] GET http://localhost:4321/@id/__x00__astro:toolbar:internal → 304 (3ms, ?B)
[2026-03-15T02:29:38.501Z] GET http://localhost:4321/images/app-screenshot-1.png → 404 (39ms, 4321B)
[2026-03-15T02:29:38.501Z] GET http://localhost:4321/images/app-screenshot-2.png → 404 (35ms, 4321B)
[2026-03-15T02:29:38.503Z] GET http://localhost:4321/@react-refresh → 304 (34ms, ?B)
[2026-03-15T02:29:38.524Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa2pL7W0Q5n-wU.woff2 → 200 (?ms, ?B)
[2026-03-15T02:29:38.524Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa25L7W0Q5n-wU.woff2 → 200 (?ms, ?B)
